table_schema,table_name,ordinal_position,column_name,data_type,is_nullable,column_default
public,jalapeno_instagram_posts,30,created_at,timestamp with time zone,NO,now()
public,jalapeno_instagram_posts,31,updated_at,timestamp with time zone,NO,now()
public,jalapeno_instagram_posts,32,video_asset_id,uuid,YES,NULL
public,jalapeno_instagram_posts,33,video_url,text,YES,NULL
public,jalapeno_instagram_posts,34,media_kind,text,YES,NULL
public,jalapeno_instagram_posts,35,media_source,text,YES,NULL
public,jalapeno_instagram_posts,36,storage_path,text,YES,NULL
public,jalapeno_instagram_posts,37,quality_score,integer,YES,NULL
public,jalapeno_instagram_posts,38,image_source,text,YES,NULL
public,jalapeno_instagram_posts,39,image_validation_status,text,YES,NULL
public,jalapeno_instagram_posts,40,image_validation_reason,text,YES,NULL
public,jalapeno_instagram_posts,41,prompt_quality,integer,YES,NULL
public,jalapeno_instagram_posts,42,original_video_url,text,YES,NULL
public,jalapeno_instagram_posts,43,processed_video_url,text,YES,NULL
public,jalapeno_instagram_posts,44,original_storage_path,text,YES,NULL
public,jalapeno_instagram_posts,45,processed_storage_path,text,YES,NULL
public,jalapeno_instagram_posts,46,overlay_text,text,YES,NULL
public,jalapeno_instagram_posts,47,overlay_status,text,YES,NULL
public,jalapeno_instagram_posts,48,overlay_error,text,YES,NULL
public,jalapeno_instagram_posts,49,metrics_status,text,YES,NULL
public,jalapeno_instagram_posts,50,metrics_error_type,text,YES,NULL
public,jalapeno_instagram_posts,51,metrics_disabled_at,timestamp with time zone,YES,NULL
public,jalapeno_instagram_posts,52,caption_options,jsonb,NO,'[]'::jsonb
public,jalapeno_instagram_posts,53,overlay_options,jsonb,NO,'[]'::jsonb
public,jalapeno_instagram_posts,54,selected_caption,text,YES,NULL
public,jalapeno_instagram_posts,55,selected_overlay,text,YES,NULL
public,jalapeno_instagram_posts,56,ranking_reason,text,YES,NULL
public,jalapeno_instagram_posts,57,ranking_score,numeric,YES,NULL
public,jalapeno_instagram_posts,58,ranking_breakdown,jsonb,NO,'{}'::jsonb
public,jalapeno_instagram_posts,59,openai_used,boolean,NO,false
public,jalapeno_instagram_posts,60,openai_model,text,YES,NULL
public,jalapeno_instagram_posts,61,fallback_reason,text,YES,NULL
public,jalapeno_instagram_posts,62,feedback_summary_version,text,YES,NULL
public,jalapeno_instagram_posts,63,feedback_summary,jsonb,NO,'{}'::jsonb
public,jalapeno_performance_summaries,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_performance_summaries,2,generated_by_run_id,uuid,YES,NULL
public,jalapeno_performance_summaries,3,summary_type,text,NO,NULL
public,jalapeno_performance_summaries,4,period_start,timestamp with time zone,NO,NULL
public,jalapeno_performance_summaries,5,period_end,timestamp with time zone,NO,NULL
public,jalapeno_performance_summaries,6,summary,jsonb,NO,'{}'::jsonb
public,jalapeno_performance_summaries,7,created_at,timestamp with time zone,NO,now()
public,jalapeno_post_candidates,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_post_candidates,2,run_id,uuid,NO,NULL
public,jalapeno_post_candidates,3,candidate_number,integer,YES,NULL
public,jalapeno_post_candidates,4,post_type,text,YES,NULL
public,jalapeno_post_candidates,5,idea,text,YES,NULL
public,jalapeno_post_candidates,6,reasoning,text,YES,NULL
public,jalapeno_post_candidates,7,caption,text,YES,NULL
public,jalapeno_post_candidates,8,hashtags,ARRAY,YES,NULL
public,jalapeno_post_candidates,9,image_prompt,text,YES,NULL
public,jalapeno_post_candidates,10,image_storage_path,text,YES,NULL
public,jalapeno_post_candidates,11,image_url,text,YES,NULL
public,jalapeno_post_candidates,12,raw_text_prompt,jsonb,NO,'{}'::jsonb
public,jalapeno_post_candidates,13,raw_image_prompt,jsonb,NO,'{}'::jsonb
public,jalapeno_post_candidates,14,raw_ai_response,jsonb,NO,'{}'::jsonb
public,jalapeno_post_candidates,15,engagement_prediction,numeric,YES,NULL
public,jalapeno_post_candidates,16,uniqueness_score,numeric,YES,NULL
public,jalapeno_post_candidates,17,brand_alignment_score,numeric,YES,NULL
public,jalapeno_post_candidates,18,humor_score,numeric,YES,NULL
public,jalapeno_post_candidates,19,quality_score,numeric,YES,NULL
public,jalapeno_post_candidates,20,duplicate_score,numeric,YES,NULL
public,jalapeno_post_candidates,21,overall_score,numeric,YES,NULL
public,jalapeno_post_candidates,22,selected,boolean,NO,false
public,jalapeno_post_candidates,23,rejection_reason,text,YES,NULL
public,jalapeno_post_candidates,24,created_at,timestamp with time zone,NO,now()
public,jalapeno_post_candidates,25,updated_at,timestamp with time zone,NO,now()
public,jalapeno_post_candidates,26,caption_options,jsonb,NO,'[]'::jsonb
public,jalapeno_post_candidates,27,overlay_options,jsonb,NO,'[]'::jsonb
public,jalapeno_post_candidates,28,selected_caption,text,YES,NULL
public,jalapeno_post_candidates,29,selected_overlay,text,YES,NULL
public,jalapeno_post_candidates,30,ranking_reason,text,YES,NULL
public,jalapeno_post_candidates,31,ranking_score,numeric,YES,NULL
public,jalapeno_post_candidates,32,ranking_breakdown,jsonb,NO,'{}'::jsonb
public,jalapeno_post_candidates,33,openai_used,boolean,NO,false
public,jalapeno_post_candidates,34,openai_model,text,YES,NULL
public,jalapeno_post_candidates,35,fallback_reason,text,YES,NULL
public,jalapeno_post_candidates,36,feedback_summary_version,text,YES,NULL
public,jalapeno_post_candidates,37,feedback_summary,jsonb,NO,'{}'::jsonb
public,jalapeno_post_candidates,38,caption_text,text,YES,NULL
public,jalapeno_post_candidates,39,copy_source,text,YES,NULL
public,jalapeno_post_candidates,40,generated_at,timestamp with time zone,YES,NULL
public,jalapeno_post_metrics,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_post_metrics,2,post_id,uuid,NO,NULL
public,jalapeno_post_metrics,3,instagram_media_id,text,YES,NULL
public,jalapeno_post_metrics,4,likes,integer,YES,NULL
public,jalapeno_post_metrics,5,comments,integer,YES,NULL
public,jalapeno_post_metrics,6,shares,integer,YES,NULL
public,jalapeno_post_metrics,7,saves,integer,YES,NULL
public,jalapeno_post_metrics,8,reach,integer,YES,NULL
public,jalapeno_post_metrics,9,impressions,integer,YES,NULL
public,jalapeno_post_metrics,10,profile_visits,integer,YES,NULL
public,jalapeno_post_metrics,11,follows,integer,YES,NULL
public,jalapeno_post_metrics,12,engagement_rate,numeric,YES,NULL
public,jalapeno_post_metrics,13,raw_metrics,jsonb,NO,'{}'::jsonb
public,jalapeno_post_metrics,14,captured_at,timestamp with time zone,NO,now()
public,jalapeno_post_metrics,15,created_at,timestamp with time zone,NO,now()
public,jalapeno_post_metrics,16,collected_at,timestamp with time zone,YES,now()
public,jalapeno_post_metrics,17,post_age_hours,numeric,YES,NULL
public,jalapeno_post_metrics,18,post_age_days,numeric,YES,NULL
public,jalapeno_post_metrics,19,caption,text,YES,NULL
public,jalapeno_post_metrics,20,category,text,YES,NULL
public,jalapeno_post_metrics,21,prompt_template,text,YES,NULL
public,jalapeno_post_metrics,22,prompt_reason,text,YES,NULL
public,jalapeno_post_metrics,23,image_prompt,text,YES,NULL
public,jalapeno_post_metrics,24,image_style,text,YES,NULL
public,jalapeno_post_metrics,25,hashtags,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_post_metrics,26,cta_type,text,YES,NULL
public,jalapeno_post_metrics,27,generation_model,text,YES,NULL
public,jalapeno_post_metrics,28,image_model,text,YES,NULL
public,jalapeno_post_metrics,29,cost_metadata,jsonb,NO,'{}'::jsonb
public,jalapeno_post_metrics,30,published_at,timestamp with time zone,YES,NULL
public,jalapeno_post_metrics,31,state,jsonb,YES,NULL
public,jalapeno_post_metrics,32,restaurant,jsonb,YES,NULL
public,jalapeno_post_metrics,33,topic,text,YES,NULL
public,jalapeno_post_metrics,34,metadata,jsonb,NO,'{}'::jsonb
public,jalapeno_post_metrics,35,video_asset_id,uuid,YES,NULL
public,jalapeno_post_metrics,36,caption_type,text,YES,NULL
public,jalapeno_post_metrics,37,video_style,text,YES,NULL
public,jalapeno_post_metrics,38,media_source,text,YES,NULL
public,jalapeno_post_metrics,39,storage_path,text,YES,NULL
public,jalapeno_post_patterns,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_post_patterns,2,post_id,uuid,NO,NULL
public,jalapeno_post_patterns,3,run_id,uuid,YES,NULL
public,jalapeno_post_patterns,4,candidate_id,text,YES,NULL
public,jalapeno_post_patterns,5,content_type,text,YES,NULL
public,jalapeno_post_patterns,6,content_mix_bucket,text,YES,NULL
public,jalapeno_post_patterns,7,creative_style,text,YES,NULL
public,jalapeno_post_patterns,8,hook_text,text,YES,NULL
public,jalapeno_post_patterns,9,overlay_text,text,YES,NULL
public,jalapeno_post_patterns,10,caption_style,text,YES,NULL
public,jalapeno_post_patterns,11,hashtags,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_post_patterns,12,asset_path,text,YES,NULL
public,jalapeno_post_patterns,13,prompt_template_name,text,YES,NULL
public,jalapeno_post_patterns,14,generated_prompt,text,YES,NULL
public,jalapeno_post_patterns,15,scheduled_time,timestamp with time zone,YES,NULL
public,jalapeno_post_patterns,16,published_time,timestamp with time zone,YES,NULL
public,jalapeno_post_patterns,17,metadata,jsonb,NO,'{}'::jsonb
public,jalapeno_post_patterns,18,created_at,timestamp with time zone,NO,now()
public,jalapeno_post_patterns,19,updated_at,timestamp with time zone,NO,now()
public,jalapeno_post_scores,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_post_scores,2,post_id,uuid,NO,NULL
public,jalapeno_post_scores,3,instagram_media_id,text,YES,NULL
public,jalapeno_post_scores,4,score,numeric,NO,NULL
public,jalapeno_post_scores,5,scoring_version,text,NO,NULL
public,jalapeno_post_scores,6,metric_snapshot_at,timestamp with time zone,YES,NULL
public,jalapeno_post_scores,7,source_window,text,YES,NULL
public,jalapeno_post_scores,8,score_details,jsonb,NO,'{}'::jsonb
public,jalapeno_post_scores,9,created_at,timestamp with time zone,NO,now()
public,jalapeno_post_scores,10,updated_at,timestamp with time zone,NO,now()
public,jalapeno_posts,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_posts,2,run_id,uuid,NO,NULL
public,jalapeno_posts,3,candidate_id,uuid,YES,NULL
public,jalapeno_posts,4,post_type,text,YES,NULL
public,jalapeno_posts,5,chosen_idea,text,YES,NULL
public,jalapeno_posts,6,generated_caption,text,YES,NULL
public,jalapeno_posts,7,hashtags,ARRAY,YES,NULL
public,jalapeno_posts,8,image_prompt,text,YES,NULL
public,jalapeno_posts,9,image_storage_path,text,YES,NULL
public,jalapeno_posts,10,image_url,text,YES,NULL
public,jalapeno_posts,11,scheduled_for,timestamp with time zone,YES,NULL
public,jalapeno_posts,12,published_at,timestamp with time zone,YES,NULL
public,jalapeno_posts,13,publish_status,text,NO,'drafted'::text
public,jalapeno_posts,14,instagram_media_id,text,YES,NULL
public,jalapeno_posts,15,instagram_permalink,text,YES,NULL
public,jalapeno_posts,16,retry_count,integer,NO,0
public,jalapeno_posts,17,last_publish_attempt_at,timestamp with time zone,YES,NULL
public,jalapeno_posts,18,publish_response,jsonb,NO,'{}'::jsonb
public,jalapeno_posts,19,metadata,jsonb,NO,'{}'::jsonb
public,jalapeno_posts,20,created_at,timestamp with time zone,NO,now()
public,jalapeno_posts,21,updated_at,timestamp with time zone,NO,now()
public,jalapeno_posts,22,media_source,text,YES,NULL
public,jalapeno_posts,23,video_asset_id,uuid,YES,NULL
public,jalapeno_posts,24,storage_path,text,YES,NULL
public,jalapeno_posts,25,video_url,text,YES,NULL
public,jalapeno_posts,26,original_video_url,text,YES,NULL
public,jalapeno_posts,27,processed_video_url,text,YES,NULL
public,jalapeno_posts,28,original_storage_path,text,YES,NULL
public,jalapeno_posts,29,processed_storage_path,text,YES,NULL
public,jalapeno_posts,30,overlay_text,text,YES,NULL
public,jalapeno_posts,31,overlay_status,text,YES,NULL
public,jalapeno_posts,32,overlay_error,text,YES,NULL
public,jalapeno_posts,33,metrics_status,text,YES,NULL
public,jalapeno_posts,34,metrics_error_type,text,YES,NULL
public,jalapeno_posts,35,metrics_disabled_at,timestamp with time zone,YES,NULL
public,jalapeno_posts,36,metrics_last_error,jsonb,YES,NULL
public,jalapeno_posts,37,caption_options,jsonb,NO,'[]'::jsonb
public,jalapeno_posts,38,overlay_options,jsonb,NO,'[]'::jsonb
public,jalapeno_posts,39,selected_caption,text,YES,NULL
public,jalapeno_posts,40,selected_overlay,text,YES,NULL
public,jalapeno_posts,41,ranking_reason,text,YES,NULL
public,jalapeno_posts,42,ranking_score,numeric,YES,NULL
public,jalapeno_posts,43,ranking_breakdown,jsonb,NO,'{}'::jsonb
public,jalapeno_posts,44,openai_used,boolean,NO,false
public,jalapeno_posts,45,openai_model,text,YES,NULL
public,jalapeno_posts,46,fallback_reason,text,YES,NULL
public,jalapeno_posts,47,feedback_summary_version,text,YES,NULL
public,jalapeno_posts,48,feedback_summary,jsonb,NO,'{}'::jsonb
public,jalapeno_posts,49,caption_text,text,YES,NULL
public,jalapeno_posts,50,copy_source,text,YES,NULL
public,jalapeno_posts,51,generated_at,timestamp with time zone,YES,NULL
public,jalapeno_posts,52,reuse_blocked_reason,text,YES,NULL
public,jalapeno_report_logs,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_report_logs,2,run_id,uuid,YES,NULL
public,jalapeno_report_logs,3,report_type,text,NO,NULL
public,jalapeno_report_logs,4,subject,text,NO,NULL
public,jalapeno_report_logs,5,body,text,NO,NULL
public,jalapeno_report_logs,6,period_start,timestamp with time zone,NO,NULL
public,jalapeno_report_logs,7,period_end,timestamp with time zone,NO,NULL
public,jalapeno_report_logs,8,delivery_status,text,NO,NULL
public,jalapeno_report_logs,9,recipient,text,YES,NULL
public,jalapeno_report_logs,10,metadata,jsonb,NO,'{}'::jsonb
public,jalapeno_report_logs,11,created_at,timestamp with time zone,NO,now()
public,jalapeno_runs,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_runs,2,run_id,uuid,NO,NULL
public,jalapeno_runs,3,agent_name,text,NO,'jalapeno'::text
public,jalapeno_runs,4,agent_version,text,YES,NULL
public,jalapeno_runs,5,workflow_version,text,YES,NULL
public,jalapeno_runs,6,prompt_version,text,YES,NULL
public,jalapeno_runs,7,git_commit,text,YES,NULL
public,jalapeno_runs,8,environment,text,YES,NULL
public,jalapeno_runs,9,trigger_source,text,YES,NULL
public,jalapeno_runs,10,post_type,text,YES,NULL
public,jalapeno_runs,11,status,text,NO,NULL
public,jalapeno_runs,12,dry_run,boolean,NO,true
public,jalapeno_runs,13,started_at,timestamp with time zone,NO,now()
public,jalapeno_runs,14,completed_at,timestamp with time zone,YES,NULL
public,jalapeno_runs,15,duration_ms,integer,YES,NULL
public,jalapeno_runs,16,total_candidates,integer,NO,0
public,jalapeno_runs,17,selected_candidate_id,uuid,YES,NULL
public,jalapeno_runs,18,model_name,text,YES,NULL
public,jalapeno_runs,19,image_model_name,text,YES,NULL
public,jalapeno_runs,20,prompt_tokens,integer,YES,NULL
public,jalapeno_runs,21,completion_tokens,integer,YES,NULL
public,jalapeno_runs,22,total_tokens,integer,YES,NULL
public,jalapeno_runs,23,estimated_cost,numeric,YES,NULL
public,jalapeno_runs,24,metadata,jsonb,NO,'{}'::jsonb
public,jalapeno_runs,25,created_at,timestamp with time zone,NO,now()
public,jalapeno_runs,26,updated_at,timestamp with time zone,NO,now()
public,jalapeno_runs,27,publish_status,text,NO,'pending'::text
public,jalapeno_runs,28,publish_failure_stage,text,YES,NULL
public,jalapeno_runs,29,publish_failure_reason,text,YES,NULL
public,jalapeno_runs,30,publish_error_code,text,YES,NULL
public,jalapeno_runs,31,publish_error_message,text,YES,NULL
public,jalapeno_runs,32,publish_retry_count,integer,NO,0
public,jalapeno_runs,33,last_publish_attempt_at,timestamp with time zone,YES,NULL
public,jalapeno_runs,34,published_media_id,text,YES,NULL
public,jalapeno_runs,35,published_permalink,text,YES,NULL
public,jalapeno_settings,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_settings,2,setting_key,text,NO,NULL
public,jalapeno_settings,3,setting_value,jsonb,NO,NULL
public,jalapeno_settings,4,description,text,YES,NULL
public,jalapeno_settings,5,is_secret,boolean,NO,false
public,jalapeno_settings,6,is_enabled,boolean,NO,true
public,jalapeno_settings,7,created_at,timestamp with time zone,NO,now()
public,jalapeno_settings,8,updated_at,timestamp with time zone,NO,now()
public,jalapeno_video_assets,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_video_assets,2,storage_bucket,text,NO,'jalapeno-wing-videos'::text
public,jalapeno_video_assets,3,storage_path,text,NO,NULL
public,jalapeno_video_assets,4,public_url,text,YES,NULL
public,jalapeno_video_assets,5,style,text,YES,NULL
public,jalapeno_video_assets,6,caption_type,text,YES,NULL
public,jalapeno_video_assets,7,active,boolean,NO,true
public,jalapeno_video_assets,8,used_count,integer,NO,0
public,jalapeno_video_assets,9,last_used_at,timestamp with time zone,YES,NULL
public,jalapeno_video_assets,10,performance_score,numeric,YES,NULL
public,jalapeno_video_assets,11,notes,text,YES,NULL
public,jalapeno_video_assets,12,created_at,timestamp with time zone,NO,now()
public,jalapeno_video_assets,13,updated_at,timestamp with time zone,NO,now()
public,jalapeno_video_assets,14,reuse_enabled,boolean,NO,true
public,lb_total_destinations,1,total_destinations,integer,YES,NULL
public,lb_total_routes,1,total_routes,integer,YES,NULL
public,lb_user_badges_counts,1,user_id,uuid,NO,NULL
public,lb_user_badges_counts,2,badges_count,integer,NO,0
public,lb_user_destinations_rated,1,user_id,uuid,YES,NULL
public,lb_user_destinations_rated,2,distinct_destinations,bigint,YES,NULL
public,lb_user_routes_completed,1,user_id,uuid,YES,NULL
public,lb_user_routes_completed,2,completed_routes,bigint,YES,NULL
public,level_thresholds,1,level,integer,NO,NULL
public,level_thresholds,2,xp_required,integer,NO,NULL
public,level_thresholds,3,level_title,text,YES,NULL
public,onboarding_analytics,1,id,uuid,NO,gen_random_uuid()
public,onboarding_analytics,2,session_id,uuid,NO,NULL
public,onboarding_analytics,3,user_id,uuid,YES,NULL
public,onboarding_analytics,4,step,text,NO,NULL
public,onboarding_analytics,5,started_at,timestamp with time zone,NO,now()
public,onboarding_analytics,6,finished_at,timestamp with time zone,YES,NULL
public,onboarding_analytics,7,duration_ms,integer,YES,NULL
public,onboarding_analytics,8,state_id,integer,YES,NULL
public,onboarding_analytics,9,picked_destination_id,uuid,YES,NULL
public,onboarding_analytics,10,created_custom,boolean,NO,false
public,onboarding_analytics,11,created_account,boolean,NO,false
public,onboarding_analytics,12,skipped,boolean,NO,false
public,ratings_per_crawl_user,1,crawl_id,uuid,YES,NULL
public,ratings_per_crawl_user,2,user_id,uuid,YES,NULL
public,ratings_per_crawl_user,3,rated_count,bigint,YES,NULL
public,route_ordered_destinations,1,route_id,uuid,YES,NULL
public,route_ordered_destinations,2,destination_id,uuid,YES,NULL
public,route_ordered_destinations,3,stop_order,integer,YES,NULL
public,route_stop_counts,1,route_id,uuid,YES,NULL
public,route_stop_counts,2,stop_count,integer,YES,NULL
public,route_submissions,1,id,uuid,NO,gen_random_uuid()
public,route_submissions,2,user_id,uuid,NO,NULL
public,route_submissions,3,stop1,text,YES,NULL
public,route_submissions,4,stop2,text,YES,NULL
public,route_submissions,5,stop3,text,YES,NULL
public,route_submissions,6,stop4,text,YES,NULL
public,route_submissions,7,stop5,text,YES,NULL
public,route_submissions,8,created_at,timestamp with time zone,NO,now()
public,route_submissions,9,status,text,NO,'new'::text
public,route_travel_tag,1,id,smallint,NO,NULL
public,route_travel_tag,2,travel,text,NO,NULL
public,routes,1,id,uuid,NO,gen_random_uuid()
public,routes,2,title,text,NO,NULL
public,routes,3,city,text,NO,NULL
public,routes,4,created_by,uuid,YES,NULL
public,routes,5,is_public,boolean,NO,true
public,routes,6,stop1_id,uuid,YES,NULL
public,routes,7,stop2_id,uuid,YES,NULL
public,routes,8,stop3_id,uuid,YES,NULL
public,routes,9,stop4_id,uuid,YES,NULL
public,routes,10,stop5_id,uuid,YES,NULL
public,routes,11,created_at,timestamp with time zone,NO,now()
public,routes,12,travel_tag_id,smallint,YES,NULL
public,routes,13,is_token_route,boolean,NO,false
public,social_activity_reads,1,user_id,uuid,NO,NULL
public,social_activity_reads,2,friend_requests_seen_at,timestamp with time zone,NO,'1970-01-01 00:00:00+00'::timestamp with time zone
public,social_activity_reads,3,friend_activity_seen_at,timestamp with time zone,NO,'1970-01-01 00:00:00+00'::timestamp with time zone
public,social_activity_reads,4,updated_at,timestamp with time zone,NO,now()
public,socially_visible_crawls,1,crawl_id,uuid,YES,NULL
public,socially_visible_crawls,2,route_id,uuid,YES,NULL
public,socially_visible_crawls,3,user_id,uuid,YES,NULL
public,socially_visible_crawls,4,status,text,YES,NULL
public,socially_visible_crawls,5,start_time,timestamp with time zone,YES,NULL
public,socially_visible_crawls,6,end_time,timestamp with time zone,YES,NULL
public,socially_visible_crawls,7,crawl_type,text,YES,NULL
public,socially_visible_crawls,8,is_solo,boolean,YES,NULL
public,socially_visible_destination_ratings,1,id,uuid,YES,NULL
public,socially_visible_destination_ratings,2,destination_id,uuid,YES,NULL
public,socially_visible_destination_ratings,3,crawl_id,uuid,YES,NULL
public,socially_visible_destination_ratings,4,user_id,uuid,YES,NULL
public,socially_visible_destination_ratings,5,crispiness,smallint,YES,NULL
public,socially_visible_destination_ratings,6,sauce,smallint,YES,NULL
public,socially_visible_destination_ratings,7,meat,smallint,YES,NULL
public,socially_visible_destination_ratings,8,overall,smallint,YES,NULL
public,socially_visible_destination_ratings,9,weight_score,numeric,YES,NULL
public,socially_visible_destination_ratings,10,created_at,timestamp with time zone,YES,NULL
public,socially_visible_destination_ratings,11,tag_id,bigint,YES,NULL
public,socially_visible_destination_ratings,12,wings_eaten,smallint,YES,NULL
public,socially_visible_destination_ratings,13,sauce_style,smallint,YES,NULL
public,socially_visible_destination_ratings,14,flavor_vibe,ARRAY,YES,NULL
public,socially_visible_destination_ratings,15,spice_level,smallint,YES,NULL
public,socially_visible_destination_ratings,16,would_order_again,boolean,YES,NULL
public,socially_visible_destination_ratings,17,is_buffacoin,boolean,YES,NULL
public,socially_visible_users,1,user_id,uuid,YES,NULL
public,socially_visible_users,2,username,text,YES,NULL
public,socially_visible_users,3,avatar_url,text,YES,NULL
public,socially_visible_users,4,created_at,timestamp with time zone,YES,NULL
public,socially_visible_users,5,xp,integer,YES,NULL
public,socially_visible_users,6,facebook_connected,boolean,YES,NULL
public,socially_visible_users,7,facebook_connected_at,timestamp with time zone,YES,NULL
public,states,1,state_id,integer,NO,nextval('states_state_id_seq'::regclass)
public,states,2,state_code,character,NO,NULL
public,states,3,state_name,text,NO,NULL
public,user_badges,1,user_id,uuid,NO,NULL
public,user_badges,2,badge_id,bigint,NO,NULL
public,user_badges,3,earned_at,timestamp with time zone,NO,now()
public,user_blocks,1,blocker_id,uuid,NO,NULL
public,user_blocks,2,blocked_id,uuid,NO,NULL
public,user_blocks,3,created_at,timestamp with time zone,NO,now()
public,user_contactus,1,id,uuid,NO,gen_random_uuid()
public,user_contactus,2,user_id,uuid,YES,NULL
public,user_contactus,3,note,text,NO,NULL
public,user_contactus,4,created_at,timestamp with time zone,NO,now()
public,user_contactus,5,status,text,NO,'new'::text
public,user_events,1,id,uuid,NO,gen_random_uuid()
public,user_events,2,occurred_at,timestamp with time zone,NO,now()
public,user_events,3,received_at,timestamp with time zone,NO,now()
public,user_events,4,user_id,uuid,YES,NULL
public,user_events,5,anonymous_id,text,YES,NULL
public,user_events,6,session_id,uuid,NO,NULL
public,user_events,7,event_name,text,NO,NULL
public,user_events,8,screen,text,YES,NULL
public,user_events,9,platform,text,YES,NULL
public,user_events,10,app_version,text,YES,NULL
public,user_events,11,state_id,integer,YES,NULL
public,user_events,12,route_id,uuid,YES,NULL
public,user_events,13,crawl_id,uuid,YES,NULL
public,user_events,14,destination_id,uuid,YES,NULL
public,user_events,15,metadata,jsonb,NO,'{}'::jsonb
public,user_feedback,1,id,uuid,NO,gen_random_uuid()
public,user_feedback,2,user_id,uuid,YES,NULL
public,user_feedback,3,note,text,NO,NULL
public,user_feedback,4,created_at,timestamp with time zone,NO,now()
public,user_feedback,5,status,text,NO,'new'::text
public,user_meta,1,user_id,uuid,NO,NULL
public,user_meta,2,daily_claim_streak,integer,NO,0
public,user_meta,3,last_daily_claim_at,timestamp with time zone,YES,NULL
public,user_meta,4,created_at,timestamp with time zone,NO,now()
public,user_meta,5,updated_at,timestamp with time zone,NO,now()
public,user_preferences,1,user_id,uuid,NO,NULL
public,user_preferences,2,wing_piece,smallint,YES,NULL
public,user_preferences,3,sauce_pref,smallint,YES,NULL
public,user_preferences,4,spicy_pref,smallint,YES,NULL
public,user_preferences,5,prep_pref,smallint,YES,NULL
public,user_preferences,6,created_at,timestamp with time zone,NO,now()
public,user_preferences,7,updated_at,timestamp with time zone,NO,now()
public,user_wing_battle_votes,1,user_id,uuid,NO,NULL
public,user_wing_battle_votes,2,battle_id,bigint,NO,NULL
public,user_wing_battle_votes,3,choice,smallint,NO,NULL
public,user_wing_battle_votes,4,created_at,timestamp with time zone,NO,now()
public,user_wing_battle_votes,5,updated_at,timestamp with time zone,NO,now()
public,user_with_level,1,user_id,uuid,YES,NULL
public,user_with_level,2,xp,integer,YES,NULL
public,user_with_level,3,level,integer,YES,NULL
public,users,1,user_id,uuid,NO,NULL
public,users,3,avatar_url,text,YES,NULL
public,users,4,created_at,timestamp with time zone,NO,now()
public,users,5,username,text,YES,NULL
public,users,6,xp,integer,NO,0
public,users,7,taste_persona,text,YES,NULL
public,users,8,facebook_connected,boolean,NO,false
public,users,9,facebook_provider_id,text,YES,NULL
public,users,10,facebook_connected_at,timestamp with time zone,YES,NULL
public,users,11,social_opt_out,boolean,NO,false
public,users_check_profile,1,user_id,uuid,NO,NULL
public,users_check_profile,2,seen_at,timestamp with time zone,NO,now()
public,users_check_route,1,user_id,uuid,NO,NULL
public,users_check_route,2,seen_at,timestamp with time zone,NO,now()
public,v_badges_for_user,1,user_id,uuid,YES,NULL
public,v_badges_for_user,2,badge_id,bigint,YES,NULL
public,v_badges_for_user,3,code,text,YES,NULL
public,v_badges_for_user,4,name,text,YES,NULL
public,v_badges_for_user,5,description,text,YES,NULL
public,v_badges_for_user,6,icon,text,YES,NULL
public,v_badges_for_user,7,xp_reward,integer,YES,NULL
public,v_badges_for_user,8,earned_at,timestamp with time zone,YES,NULL
public,v_badges_for_user,9,earned,boolean,YES,NULL
public,v_social_feed,1,user_id,uuid,YES,NULL
public,v_social_feed,2,weight_score,numeric,YES,NULL
public,v_social_feed,3,created_at,timestamp with time zone,YES,NULL
public,v_social_feed,4,destination_id,uuid,YES,NULL
public,v_social_feed,5,destination_name,text,YES,NULL
public,v_social_feed,6,destination_city,text,YES,NULL
public,v_social_feed,7,destination_state_id,integer,YES,NULL
public,v_social_feed,8,username,text,YES,NULL
public,wing_battle_options,1,id,bigint,NO,nextval('wing_battle_options_id_seq'::regclass)
public,wing_battle_options,2,label,text,YES,NULL
public,wing_battle_options,3,left_option,text,NO,NULL
public,wing_battle_options,4,right_option,text,NO,NULL
public,wing_battle_options,5,is_active,boolean,NO,true
public,wing_battle_options,6,sort_order,integer,YES,NULL
public,wing_battle_options,7,created_at,timestamp with time zone,NO,now()
public,wing_battle_options_active,1,id,bigint,YES,NULL
public,wing_battle_options_active,2,label,text,YES,NULL
public,wing_battle_options_active,3,left_option,text,YES,NULL
public,wing_battle_options_active,4,right_option,text,YES,NULL
public,wingman_intake_logs,1,id,uuid,NO,gen_random_uuid()
public,wingman_intake_logs,2,user_id,uuid,YES,NULL
public,wingman_intake_logs,3,raw_input,text,NO,NULL
public,wingman_intake_logs,4,state_id,integer,YES,NULL
public,wingman_intake_logs,5,ai_name,text,YES,NULL
public,wingman_intake_logs,6,ai_city,text,YES,NULL
